experiment,model,noise_rate,id_test_auc,id_test_accuracy,equality_opportunity,demographic_parity_diff,equalized_odds_ratio,predictive_parity_diff
acspubcov,ft_transformer,0.3,0.7117211689100496,0.4961601805650483,0.6669130319144015,0.5159719635533995,1.1099357214372092,0.223037233405224
acspubcov,ft_transformer,0.3,0.7115873574945197,0.5001778996108217,0.0002065358991542,0.0014390971256699,0.0021130342385688,0.0040110819940012
acspubcov,ft_transformer,0.3,0.7114696433678875,0.4980651124802385,0.0012119794246721,0.0017018363666135,0.0030477671255806,0.0024530398318831
heloc,ft_transformer,0.0,0.7045655575967884,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.0,0.6983738177859428,0.5691350882267863,0.0,0.0,0.0,0.3008862206975414
heloc,ft_transformer,0.0,0.6823161189358372,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.0,0.6751037626726544,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.0,0.6706810913791931,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.3,0.7047016397904334,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.3,0.6982377355922977,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.3,0.6979655712050078,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.3,0.6953800095257535,0.431009545849002,0.0,0.0,0.0,0.0
heloc,ft_transformer,0.3,0.6919099135878071,0.431009545849002,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.0,0.8039206311259861,0.9659913169319826,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.0,0.8004621882221692,0.9659913169319826,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.0,0.7916646744760538,0.9659913169319826,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.0,0.7957287433261615,0.9659913169319826,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.0,0.7832815363774006,0.9659913169319826,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.3,0.7710016734401147,0.0846153846153846,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.3,0.7177544027412543,0.9153846153846154,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.3,0.7106064228225357,0.0846153846153846,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.3,0.6736951151486175,0.9153846153846154,0.0,0.0,0.0,0.0
nhanes_lead,ft_transformer,0.3,0.6536616463463224,0.9153846153846154,0.0,0.0,0.0,0.0
mimic_extract_los_3,tabtransformer,0.0,0.5319355992844365,0.5123785382340516,0.0422507354940789,0.0478057889822595,0.0997401869708722,0.0745178591806458
mimic_extract_los_3,tabtransformer,0.0,0.5311413237924865,0.5564850021123785,0.0172068530742416,0.0059757236227824,0.0210426796948783,0.0499999999999999
mimic_extract_los_3,tabtransformer,0.0,0.5199212880143115,0.5412758766370933,0.0135232020569111,0.0117647058823529,0.0232805860231558,0.0714285714285714
